,sur_place,livraison,semaine,jour,year,month,date,time,icon,precipintensity,temperature,humidity,pressure,vrai,predict
7909,À emporter,,1,4,2018,7,2,1530554400,clear-day,,30.27,0.42,,0.0,0.0
3804,Livraison,,2,4,2017,10,31,1509476400,clear-night,0.0,5.3,0.75,1027.17,0.0,-3.117079365079365
9108,Livraison,KM,1,3,2018,9,3,1535983200,partly-cloudy-day,0.0,25.8,0.4,1014.9,0.0,-0.06166666666666666
2141,À emporter,,3,2,2017,5,31,1496224800,partly-cloudy-day,0.0,23.95,0.65,1019.49,6.0,2.4935702075702073
1490,À emporter,,6,4,2017,4,15,1492279200,cloudy,0.0,13.94,0.55,1020.01,24.0,5.066119047619049
2241,Livraison,KM LIVRAISON,3,4,2017,6,7,1496858400,partly-cloudy-day,0.0,19.29,0.43,1021.41,15.0,20.507246031746035
10898,Limonade,,7,3,2018,12,23,1545577200,cloudy,0.0,13.27,0.85,1027.48,0.0,0.0
7185,Livraison,Deliveroo,4,4,2018,5,24,1527184800,clear-day,,24.27,0.47,,0.0,0.0
2394,Sur place,,1,2,2017,6,19,1497866400,clear-day,0.0,30.27,0.38,1018.39,38.0,35.15966666666666
9249,Livraison,KM,2,4,2018,9,11,1536688800,clear-night,0.0,28.93,0.27,1023.42,0.0,-6.257388888888889
11010,Sur place,,3,4,2019,1,2,1546455600,clear-night,0.0,3.66,0.61,1036.89,-4.0,-1.1925238095238093
10810,Sur place,,1,2,2018,12,17,1545044400,partly-cloudy-day,0.0,9.16,0.77,1026.41,0.0,-0.01
6431,Limonade,,4,4,2018,4,12,1523556000,partly-cloudy-day,0.0,13.43,0.54,1001.16,0.0,0.0
3265,Sur place,,5,2,2017,9,8,1504864800,partly-cloudy-day,0.0,19.58,0.52,1014.83,0.0,2.0004761904761907
12182,Sur place,,6,2,2019,3,23,1553338800,clear-day,0.0,17.34,0.41,1026.56,0.0,-0.02
2685,À emporter,,3,2,2017,7,12,1499853600,partly-cloudy-day,0.0,27.71,0.48,1015.64,4.0,3.222952380952381
6207,Livraison,AlloResto,6,2,2018,3,31,1522490400,cloudy,0.0,11.01,0.64,1000.52,0.0,0.0
3575,À emporter,,5,4,2017,10,13,1507917600,partly-cloudy-night,0.0,16.45,0.71,1025.98,0.0,0.22333333333333336
249,Livraison,AlloResto,5,4,2017,1,20,1484938800,clear-night,0.0,-1.77,0.77,1030.04,16.0,11.393317460317457
7150,Sur place,,2,4,2018,5,22,1527012000,cloudy,,18.51,0.68,,0.0,0.0
9730,Limonade,,3,3,2018,10,10,1539180000,partly-cloudy-day,0.0,19.2,0.65,1013.52,0.0,0.0
3450,Limonade,,1,3,2017,10,2,1506952800,cloudy,0.0,20.87,0.69,1021.41,0.0,0.0
3599,Livraison,KM,7,3,2017,10,15,1508076000,clear-day,0.0,25.29,0.44,1024.42,0.0,0.0
2239,Livraison,Deliveroo,3,4,2017,6,7,1496858400,partly-cloudy-day,0.0,19.29,0.43,1021.41,33.0,20.4652380952381
13620,Sur place,,2,4,2019,6,25,1561485600,partly-cloudy-day,0.0,34.0,0.3,1019.11,0.0,-0.9786666666666668
5988,Livraison,UberEats,7,4,2018,3,18,1521399600,cloudy,0.0,4.69,0.73,1004.08,0.0,0.0
1901,Livraison,Foodora,6,4,2017,5,13,1494698400,rain,0.22,16.82,0.77,1015.99,56.0,33.63957142857143
8518,Livraison,Deliveroo,6,2,2018,8,4,1533376800,clear-day,0.0,33.49,0.39,1017.33,0.0,0.0
4688,Livraison,Deliveroo,6,4,2018,1,6,1515265200,cloudy,0.0,10.24,0.8,1006.63,0.0,0.0
4260,Limonade,,2,2,2017,12,5,1512471600,fog,0.0,3.69,0.89,,0.0,-0.026666666666666665
612,Livraison,KM LIVRAISON,3,4,2017,2,15,1487185200,partly-cloudy-night,0.0,12.61,0.56,1034.15,16.0,22.204666666666668
10095,Livraison,Deliveroo,6,3,2018,11,3,1541257200,cloudy,0.0,10.43,0.75,1022.43,0.0,0.0
5308,Sur place,,6,3,2018,2,10,1518274800,cloudy,0.0,4.36,0.66,1020.45,0.0,0.0
2766,Livraison,AlloResto,2,2,2017,7,18,1500372000,clear-day,0.0,30.28,0.28,,1.0,3.030896825396825
4903,Livraison,UberEats,5,2,2018,1,19,1516359600,cloudy,0.0,8.55,0.69,1018.01,0.0,0.0
9750,Livraison,KM,4,4,2018,10,11,1539280800,clear-night,0.0,21.69,0.62,1016.37,0.0,-6.7505476190476195
10544,Sur place,,5,3,2018,11,30,1543590000,rain,0.24,9.32,0.87,1017.34,0.0,0.0
13207,Sur place,,3,3,2019,5,29,1559138400,partly-cloudy-day,0.01,19.02,0.45,1020.75,0.0,0.0
5505,Livraison,Deliveroo,3,4,2018,2,21,1519239600,cloudy,0.0,3.38,0.56,1013.8,0.0,0.0
10859,À emporter,,4,4,2018,12,20,1545332400,partly-cloudy-night,0.0,7.77,0.72,1025.41,0.0,0.0
3091,Livraison,KM,5,4,2017,8,18,1503079200,cloudy,0.0,22.4,0.66,1018.17,0.0,-2.7679047619047616
3672,Livraison,KM,5,4,2017,10,20,1508522400,cloudy,0.0,19.32,0.65,1017.44,0.0,-4.247634920634922
3937,Livraison,KM,5,4,2017,11,10,1510340400,cloudy,0.0,8.15,0.81,1025.51,0.0,-1.6018571428571429
3601,À emporter,KM,7,4,2017,10,15,1508090400,clear-night,0.0,20.57,0.58,1025.14,0.0,2.7414761904761904
12152,Sur place,,3,4,2019,3,20,1553108400,clear-night,0.0,11.19,0.35,1030.5,0.0,-6.338373015873016
12354,Livraison,UberEats,3,2,2019,4,3,1554285600,rain,2.14,7.03,0.87,1003.82,0.0,-0.26457142857142857
9168,Livraison,KM,4,4,2018,9,6,1536256800,rain,0.14,18.83,0.86,1013.71,0.0,-5.94307142857143
10880,Sur place,,5,4,2018,12,21,1545418800,rain,0.64,10.66,0.8,1024.04,0.0,0.0
7042,Livraison,Foodora,4,2,2018,5,17,1526551200,cloudy,0.0,15.69,0.77,1018.39,0.0,0.0
7680,,,2,3,2018,6,19,1529416800,partly-cloudy-day,,27.83,0.46,,-7.0,0.0
3252,Livraison,KM,3,4,2017,9,6,1504720800,partly-cloudy-day,0.0,18.25,0.56,1021.87,0.0,-4.942547619047619
8054,Sur place,,1,4,2018,7,9,1531159200,clear-day,,28.39,0.31,,0.0,0.0
11652,Limonade,,6,2,2019,2,16,1550314800,clear-day,0.0,13.29,0.46,1029.43,0.0,0.0
12421,Livraison,KM,7,4,2019,4,7,1554660000,cloudy,0.05,9.03,0.85,1010.08,0.0,0.0
1871,Livraison,AlloResto,5,2,2017,5,12,1494583200,cloudy,0.03,16.36,0.85,1005.01,2.0,3.9949047619047615
10777,Livraison,UberEats,5,4,2018,12,14,1544814000,cloudy,0.0,0.22,0.75,1022.71,0.0,0.0
208,À emporter,,3,2,2017,1,18,1484737200,clear-day,0.0,-1.5,0.67,1028.44,19.0,11.326999999999998
12684,Sur place,,3,4,2019,4,24,1556128800,wind,0.0,16.21,0.41,1005.44,0.0,-5.213396825396826
7484,Sur place,,5,4,2018,6,8,1528480800,partly-cloudy-day,,23.27,0.64,,0.0,0.0
13403,Sur place,,2,2,2019,6,11,1560247200,cloudy,0.02,14.32,0.79,1011.6,0.0,-0.065
7865,Sur place,,5,4,2018,6,29,1530295200,clear-day,,28.29,0.36,,0.0,0.0
10703,À emporter,,1,3,2018,12,10,1544454000,partly-cloudy-day,0.03,9.11,0.7,1028.29,0.0,-0.012
13465,Sur place,,6,2,2019,6,15,1560592800,rain,0.8,21.22,0.66,1016.74,0.0,-0.3337142857142857
11303,À emporter,,3,4,2019,1,23,1548270000,partly-cloudy-night,0.02,1.89,0.78,999.13,-4.0,-0.5923571428571429
3828,À emporter,KM,4,4,2017,11,2,1509649200,clear-night,0.0,12.06,0.75,1018.79,0.0,3.3588730158730162
10559,Livraison,UberEats,6,3,2018,12,1,1543676400,partly-cloudy-day,0.0,8.53,0.92,1018.68,0.0,0.0
3025,À emporter,,6,2,2017,8,12,1502532000,partly-cloudy-day,0.0,21.24,0.54,1022.48,0.0,0.7513333333333333
230,À emporter,,4,4,2017,1,19,1484852400,clear-night,0.0,-3.35,0.76,1031.45,9.0,12.644341269841266
3569,À emporter,,5,2,2017,10,13,1507888800,partly-cloudy-day,0.0,17.88,0.7,1027.59,0.0,0.07200000000000001
291,Livraison,UberEats,1,4,2017,1,23,1485198000,clear-night,0.0,-3.06,0.82,1025.61,13.0,16.474809523809526
6666,Livraison,Deliveroo,4,4,2018,4,26,1524765600,partly-cloudy-day,0.0,15.24,0.46,1018.36,0.0,0.0
2532,À emporter,,5,2,2017,6,30,1498816800,cloudy,0.0,20.14,0.5,,33.0,3.6751428571428577
1256,Sur place,,4,2,2017,3,30,1490868000,partly-cloudy-day,0.0,17.86,0.5,1025.48,95.0,48.4102857142857
7674,Livraison,AlloResto,2,2,2018,6,19,1529402400,partly-cloudy-day,,24.27,0.53,,0.0,0.0
11972,Livraison,Deliveroo,5,3,2019,3,8,1552057200,partly-cloudy-day,0.04,13.35,0.48,1020.92,0.0,0.0
7402,Livraison,Deliveroo,2,2,2018,6,5,1528192800,partly-cloudy-day,,23.39,0.61,,0.0,0.0
2802,Sur place,,4,4,2017,7,20,1500573600,partly-cloudy-day,0.0,24.43,0.6,1013.27,37.0,10.496000000000002
7687,Livraison,KM,2,4,2018,6,19,1529431200,partly-cloudy-day,,27.83,0.47,,0.0,-8.883333333333333
7750,Limonade,,6,4,2018,6,23,1529776800,clear-day,,22.83,0.36,,0.0,0.0
9659,Sur place,,5,4,2018,10,5,1538762400,clear-night,0.0,21.65,0.33,1016.67,0.0,0.0
8403,Sur place,,7,4,2018,7,29,1532887200,clear-day,0.0,31.12,0.36,1013.48,0.0,0.0
8891,Sur place,,3,4,2018,8,22,1534960800,partly-cloudy-day,0.21,29.17,0.42,1016.13,0.0,0.0
0,À emporter,,1,2,2017,1,2,1483354800,fog,0.0,0.35,0.91,1025.22,21.0,7.179380952380952
12866,Sur place,,1,4,2019,5,6,1557165600,clear-day,0.0,12.76,0.39,1019.42,-10.0,-1.5961904761904762
1686,Sur place,,6,2,2017,4,29,1493460000,clear-day,0.0,12.35,0.48,1017.38,47.0,87.25915873015875
13643,Livraison,Deliveroo,4,4,2019,6,27,1561658400,clear-day,0.0,35.34,0.46,1018.18,0.0,0.0
6080,Livraison,KM,5,4,2018,3,23,1521831600,partly-cloudy-night,0.0,5.51,0.71,1005.02,0.0,-6.185825396825396
13145,À emporter,,6,2,2019,5,25,1558778400,partly-cloudy-day,0.02,22.64,0.46,1015.95,0.0,-0.02333333333333333
551,Livraison,Deliveroo,6,4,2017,2,11,1486839600,cloudy,0.0,9.83,0.69,1017.06,29.0,24.943357142857145
4006,Limonade,,4,2,2017,11,16,1510830000,cloudy,0.0,1.93,0.88,1025.84,0.0,0.0
1863,Livraison,AlloResto,4,4,2017,5,11,1494525600,rain,0.8,14.01,0.87,1000.81,11.0,13.461079365079364
4362,Sur place,,1,3,2017,12,11,1513004400,cloudy,0.0,9.05,0.73,986.99,0.0,1.5611746031746028
8695,Limonade,,1,3,2018,8,13,1534168800,partly-cloudy-day,0.8,27.24,0.52,1013.1,0.0,0.0
6900,Livraison,KM,3,4,2018,5,9,1525888800,partly-cloudy-day,0.0,19.89,0.61,1006.8,0.0,-8.265904761904764
3567,Sur place,,4,4,2017,10,12,1507831200,clear-night,0.0,17.01,0.68,1026.67,0.0,4.483666666666667
625,Livraison,Deliveroo,4,4,2017,2,16,1487271600,partly-cloudy-night,0.0,10.49,0.72,1030.41,20.0,19.124103174603178
8816,Livraison,KM,6,4,2018,8,18,1534615200,partly-cloudy-day,0.0,26.18,0.35,1020.55,0.0,-3.3205793650793645
13247,Livraison,UberEats,6,2,2019,6,1,1559383200,clear-day,0.0,24.86,0.42,1021.43,0.0,0.0
27,Sur place,,3,1,2017,1,4,1483520400,partly-cloudy-day,0.0,-1.01,0.85,1028.78,1.0,3.8940952380952387
12879,Sur place,,2,4,2019,5,7,1557252000,cloudy,0.0,18.74,0.23,1012.37,-10.0,-0.8488095238095238
11243,Limonade,,6,2,2019,1,19,1547895600,partly-cloudy-day,0.0,-0.3,0.86,1014.92,0.0,-0.11199999999999999
10705,Livraison,Deliveroo,1,3,2018,12,10,1544454000,partly-cloudy-day,0.03,9.11,0.7,1028.29,0.0,-0.012
4678,Livraison,Foodora,6,2,2018,1,6,1515236400,cloudy,0.0,10.46,0.85,1004.67,0.0,0.0
10318,Livraison,Deliveroo,6,3,2018,11,17,1542466800,cloudy,0.06,8.26,0.89,1019.9,0.0,0.0
1985,Livraison,Foodora,5,4,2017,5,19,1495216800,partly-cloudy-day,0.52,14.11,0.7,1018.72,39.0,46.43437301587301
3646,Livraison,,4,2,2017,10,19,1508407200,partly-cloudy-day,0.0,19.76,0.49,1012.85,0.0,-0.011428571428571429
748,Livraison,Deliveroo,5,4,2017,2,24,1487962800,cloudy,0.0,7.26,0.62,1019.78,34.0,25.220499999999998
10873,Sur place,,5,3,2018,12,21,1545404400,rain,0.4,11.23,0.69,1023.76,0.0,0.0
2185,Livraison,Foodora,6,3,2017,6,3,1496498400,partly-cloudy-day,0.0,21.84,0.74,1012.51,11.0,11.724874458874458
4915,Livraison,UberEats,5,4,2018,1,19,1516388400,cloudy,0.0,5.8,0.8,1019.08,0.0,0.0
967,Livraison,Foodora,6,3,2017,3,11,1489244400,partly-cloudy-day,0.0,19.31,0.38,1015.82,18.0,7.357809523809524
9281,À emporter,,4,4,2018,9,13,1536861600,partly-cloudy-night,0.06,25.36,0.54,1017.54,0.0,0.0
901,Livraison,UberEats,2,2,2017,3,7,1488884400,partly-cloudy-day,0.0,9.22,0.58,1020.84,4.0,5.274452380952382
5688,Limonade,,7,4,2018,3,4,1520190000,rain,0.1,8.38,0.85,999.9,0.0,0.0
5782,Sur place,,5,2,2018,3,9,1520593200,cloudy,0.0,14.54,0.54,1011.03,0.0,0.0
4554,À emporter,,2,4,2017,12,26,1514314800,partly-cloudy-night,0.0,6.77,0.75,1006.03,0.0,4.551976190476191
1159,Livraison,UberEats,4,4,2017,3,23,1490295600,partly-cloudy-night,0.36,7.82,0.79,1014.54,21.0,25.034801587301587
9148,À emporter,,3,4,2018,9,5,1536170400,partly-cloudy-day,0.0,26.59,0.37,1013.77,0.0,0.0
1012,Livraison,Foodora,2,3,2017,3,14,1489503600,cloudy,0.0,16.94,0.45,1030.29,3.0,3.9585685425685413
1254,Livraison,Foodora,4,2,2017,3,30,1490868000,partly-cloudy-day,0.0,17.86,0.5,1025.48,6.0,7.906095238095238
7923,Livraison,UberEats,2,2,2018,7,3,1530612000,partly-cloudy-day,,26.95,0.56,,0.0,0.0
11839,À emporter,,3,4,2019,2,27,1551294000,partly-cloudy-night,0.0,11.77,0.52,1024.72,0.0,-0.4
12283,Sur place,,5,4,2019,3,29,1553886000,clear-night,0.0,15.5,0.35,1026.04,0.0,-5.778055555555555
12328,À emporter,,2,2,2019,4,2,1554199200,partly-cloudy-day,0.0,18.07,0.3,1012.1,0.0,-0.4055238095238095
1800,À emporter,,7,3,2017,5,7,1494165600,cloudy,0.0,14.28,0.71,1020.01,4.0,1.2131666666666667
2192,Livraison,KM LIVRAISON,6,4,2017,6,3,1496512800,rain,3.33,18.3,0.87,1013.59,38.0,45.18695238095237
3749,Sur place,,5,2,2017,10,27,1509098400,cloudy,0.0,15.86,0.78,1028.02,0.0,0.0
10928,Livraison,UberEats,4,2,2018,12,27,1545908400,cloudy,0.0,0.6,0.89,1027.29,0.0,-0.004
4303,À emporter,,5,2,2017,12,8,1512730800,partly-cloudy-day,0.0,8.49,0.68,1020.72,0.0,4.080619047619047
1932,Livraison,Foodora,2,2,2017,5,16,1494928800,partly-cloudy-day,0.0,22.51,0.49,1026.99,7.0,6.266531746031746
9481,Livraison,UberEats,2,4,2018,9,25,1537898400,clear-night,0.0,17.09,0.41,1030.11,0.0,0.0
7260,À emporter,KM,2,2,2018,5,29,1527588000,partly-cloudy-day,,21.72,0.6,,0.0,0.0
5359,À emporter,,2,4,2018,2,13,1518548400,partly-cloudy-night,0.0,2.3,0.75,1011.47,0.0,0.0
6171,Sur place,,4,3,2018,3,29,1522332000,partly-cloudy-day,0.0,14.25,0.45,1007.67,0.0,0.0
13033,Sur place,,5,4,2019,5,17,1558116000,rain,0.21,11.88,0.83,1006.87,0.0,-5.603079365079364
11022,À emporter,,4,4,2019,1,3,1546542000,clear-night,0.0,1.86,0.59,1036.11,0.0,-3.9085952380952373
12208,À emporter,,1,2,2019,3,25,1553511600,partly-cloudy-day,0.0,13.07,0.4,1022.94,0.0,-0.08855555555555554
4351,Limonade,,7,4,2017,12,10,1512932400,rain,0.02,7.66,0.88,994.78,0.0,0.0
10497,À emporter,KM,2,4,2018,11,27,1543345200,partly-cloudy-night,0.0,4.25,0.8,1023.21,0.0,0.0
10325,Livraison,Deliveroo,6,4,2018,11,17,1542481200,cloudy,0.02,8.21,0.8,1021.93,0.0,0.0
4126,Limonade,,6,2,2017,11,25,1511607600,cloudy,0.0,9.81,0.77,1018.15,0.0,0.0
11451,À emporter,,6,4,2019,2,2,1549134000,rain,0.76,2.76,0.9,1004.48,0.0,-0.37799999999999995
6397,Sur place,,2,4,2018,4,10,1523383200,partly-cloudy-day,0.0,13.38,0.57,1003.51,0.0,0.0
6798,Sur place,,4,4,2018,5,3,1525370400,cloudy,0.0,15.15,0.6,1012.68,0.0,0.0
2423,Livraison,AlloResto,3,4,2017,6,21,1498068000,partly-cloudy-day,0.0,33.67,0.35,1012.8,5.0,9.959809523809525
10902,,,7,4,2018,12,23,1545591600,cloudy,0.0,11.63,0.89,1027.92,-10.0,-2.266119047619048
6651,Livraison,Foodora,3,4,2018,4,25,1524679200,partly-cloudy-day,0.0,18.18,0.6,1016.74,0.0,0.0
7041,Livraison,Deliveroo,4,2,2018,5,17,1526551200,cloudy,0.0,15.69,0.77,1018.39,0.0,0.0
12777,À emporter,,3,3,2019,5,1,1556719200,partly-cloudy-day,0.0,19.61,0.43,1013.8,0.0,0.0
1315,Sur place,,1,3,2017,4,3,1491228000,partly-cloudy-day,0.0,19.62,0.51,1020.95,0.0,1.0165
1398,Livraison,KM CLICK & COLLECT,6,4,2017,4,8,1491674400,clear-day,0.0,20.04,0.42,1020.07,9.0,2.7054047619047616
3194,Sur place,,3,2,2017,8,30,1504087200,cloudy,0.0,29.96,0.45,1011.66,0.0,2.943337662337662
2249,Livraison,Deliveroo,4,4,2017,6,8,1496944800,partly-cloudy-day,0.0,26.79,0.35,1013.41,17.0,19.195023809523807
8909,,,5,1,2018,8,24,1535097600,partly-cloudy-day,0.01,22.19,0.6,1017.15,-10.0,-0.2611904761904762
10455,À emporter,,7,3,2018,11,25,1543158000,rain,0.76,7.92,0.85,1005.56,0.0,0.0
1032,Livraison,Deliveroo,3,4,2017,3,15,1489604400,partly-cloudy-night,0.0,12.87,0.66,1027.53,27.0,24.08289682539683
4437,Sur place,,6,2,2017,12,16,1513422000,cloudy,0.0,5.57,0.75,1016.52,0.0,13.558333333333335
6282,Sur place,,3,2,2018,4,4,1522836000,rain,0.76,9.95,0.82,1007.6,0.0,0.0
1156,Livraison,Foodora Click&Collect,4,4,2017,3,23,1490295600,partly-cloudy-night,0.36,7.82,0.79,1014.54,0.0,27.78090476190476
2705,Livraison,KM LIVRAISON,4,4,2017,7,13,1499968800,partly-cloudy-day,0.0,26.67,0.44,1016.57,37.0,25.261835497835506
1742,À emporter,,3,2,2017,5,3,1493805600,partly-cloudy-day,0.0,12.78,0.72,1018.91,2.0,5.482780663780664
526,À emporter,,5,2,2017,2,10,1486724400,partly-cloudy-day,0.0,6.92,0.74,1017.85,11.0,5.405333333333332
10881,À emporter,,6,2,2018,12,22,1545476400,partly-cloudy-day,0.1,11.85,0.79,1026.6,0.0,-0.064
6992,Livraison,UberEats,1,4,2018,5,14,1526320800,cloudy,0.0,12.14,0.81,1014.14,0.0,0.0
135,Sur place,,4,3,2017,1,12,1484233200,cloudy,0.0,8.4,0.78,1013.13,4.0,1.1292380952380952
13124,Limonade,,4,4,2019,5,23,1558634400,partly-cloudy-day,0.0,22.73,0.33,1014.95,0.0,0.0
10528,Livraison,UberEats,4,3,2018,11,29,1543503600,cloudy,0.0,14.82,0.46,1017.62,0.0,0.0
2546,Sur place,,5,4,2017,6,30,1498845600,cloudy,0.0,18.16,0.67,1011.0,55.0,14.442055555555555
10891,Livraison,Deliveroo,6,4,2018,12,22,1545505200,fog,0.07,10.59,0.94,1028.7,0.0,0.0
10204,À emporter,,6,2,2018,11,10,1541847600,cloudy,0.48,15.27,0.73,1009.89,0.0,0.0
7874,À emporter,,6,3,2018,6,30,1530367200,clear-day,,32.28,0.32,,0.0,0.0
4877,Sur place,,3,4,2018,1,17,1516215600,partly-cloudy-night,0.0,4.51,0.69,1023.19,0.0,0.0
7412,Livraison,AlloResto,2,4,2018,6,5,1528221600,partly-cloudy-day,,24.27,0.62,,0.0,0.0
1301,Livraison,AlloResto,7,4,2017,4,2,1491156000,cloudy,0.0,13.45,0.69,1019.74,21.0,14.884508658008658
12034,Limonade,,2,3,2019,3,12,1552402800,partly-cloudy-day,0.0,15.3,0.18,1018.05,0.0,0.0
11740,Livraison,UberEats,4,3,2019,2,21,1550761200,cloudy,0.0,17.26,0.4,1027.86,0.0,0.0
6137,Sur place,,2,3,2018,3,27,1522159200,cloudy,0.0,10.33,0.59,1015.75,0.0,0.0
13671,Sur place,,6,3,2019,6,29,1561816800,clear-day,0.0,36.76,0.22,1014.76,0.0,-0.03333333333333333
10678,Livraison,Deliveroo,6,4,2018,12,8,1544295600,rain,0.15,9.66,0.71,1021.58,0.0,0.0
9353,Livraison,Deliveroo,1,4,2018,9,17,1537207200,partly-cloudy-night,0.0,27.61,0.36,1016.85,0.0,0.0
3944,À emporter,,6,3,2017,11,11,1510412400,cloudy,0.0,10.5,0.84,1019.25,0.0,0.9940000000000001
6462,Livraison,Foodora,6,2,2018,4,14,1523700000,rain,0.18,13.91,0.71,1019.61,0.0,0.0
1054,À emporter,,5,2,2017,3,17,1489748400,clear-day,0.0,20.18,0.42,1020.16,12.0,6.16652380952381
9176,Sur place,,5,2,2018,9,7,1536314400,partly-cloudy-day,0.02,20.93,0.64,1017.23,0.0,0.0
2464,Livraison,Foodora,6,4,2017,6,24,1498327200,cloudy,0.0,28.07,0.45,1014.9,45.0,24.14427777777778
5809,Livraison,Deliveroo,6,4,2018,3,10,1520708400,partly-cloudy-night,0.0,13.9,0.69,1003.59,0.0,0.0
7810,Sur place,,3,2,2018,6,27,1530093600,clear-day,,24.83,0.48,,0.0,0.0
604,Sur place,,3,2,2017,2,15,1487156400,partly-cloudy-day,0.0,13.67,0.56,1035.13,62.0,56.95755555555556
1389,Sur place,,6,2,2017,4,8,1491645600,clear-day,0.0,17.43,0.5,1023.25,84.0,52.2464126984127
8537,Sur place,,6,4,2018,8,4,1533405600,partly-cloudy-day,0.0,35.21,0.27,1015.91,0.0,0.0
795,À emporter,,2,2,2017,2,28,1488279600,cloudy,0.0,11.56,0.64,999.69,8.0,7.392047619047619
9870,Livraison,Deliveroo,5,2,2018,10,19,1539943200,partly-cloudy-day,0.0,15.85,0.7,1019.72,0.0,0.0
3457,Limonade,,2,2,2017,10,3,1507024800,rain,0.64,17.34,0.87,1022.11,0.0,0.0
4699,Livraison,Foodora,7,4,2018,1,7,1515351600,cloudy,0.0,8.45,0.85,1014.21,0.0,0.0
12648,À emporter,,1,4,2019,4,22,1555956000,partly-cloudy-day,0.0,21.65,0.37,999.7,0.0,-0.8425555555555556
2418,Livraison,UberEats,3,2,2017,6,21,1498039200,partly-cloudy-day,0.0,30.45,0.49,1015.19,3.0,5.43370634920635
8790,Limonade,,5,4,2018,8,17,1534528800,partly-cloudy-day,0.04,23.24,0.69,1018.57,0.0,0.0
7592,Sur place,,4,2,2018,6,14,1528970400,partly-cloudy-day,,19.84,0.5,,0.0,0.0
3469,Limonade,,3,1,2017,10,4,1507104000,partly-cloudy-day,0.0,10.9,0.82,1027.78,0.0,0.0
8650,Livraison,Foodora,5,4,2018,8,10,1533924000,clear-day,0.0,25.05,0.36,1023.29,0.0,0.0
7646,Sur place,,7,3,2018,6,17,1529244000,partly-cloudy-day,,22.83,0.5,,0.0,0.0
11515,À emporter,Deliveroo,4,3,2019,2,7,1549551600,rain,0.44,8.4,0.71,1019.59,0.0,0.0
5698,À emporter,,1,2,2018,3,5,1520247600,partly-cloudy-day,0.0,11.01,0.73,993.71,0.0,0.0
10875,À emporter,,5,4,2018,12,21,1545418800,rain,0.64,10.66,0.8,1024.04,0.0,0.0
10526,À emporter,,4,3,2018,11,29,1543503600,cloudy,0.0,14.82,0.46,1017.62,0.0,0.0
8346,,,4,4,2018,7,26,1532628000,partly-cloudy-day,0.0,34.17,0.3,1011.12,-7.0,-2.0117142857142856
1353,Sur place,,4,2,2017,4,6,1491472800,partly-cloudy-day,0.0,12.1,0.61,1022.7,65.0,48.93659523809524
11420,À emporter,,4,4,2019,1,31,1548961200,cloudy,0.16,8.05,0.78,993.77,-4.0,-0.3844444444444444
5987,Livraison,KM,7,4,2018,3,18,1521399600,cloudy,0.0,4.69,0.73,1004.08,0.0,-6.131095238095238
8045,Sur place,,1,2,2018,7,9,1531130400,clear-day,,25.84,0.42,,0.0,0.0
1549,Livraison,UberEats,3,4,2017,4,19,1492624800,partly-cloudy-day,0.0,9.0,0.41,1027.49,28.0,25.374944444444445
3553,À emporter,KM,3,4,2017,10,11,1507744800,clear-night,0.0,19.11,0.55,1020.47,0.0,0.27714285714285714
